,userId,movieId,rating
0,643,643,2.5
1,643,313,3.0
2,643,410,3.0
3,643,130,2.0
4,643,258,4.0
5,643,450,2.0
6,643,284,2.0
7,643,231,2.0
8,643,446,3.5
9,643,437,2.0
10,643,488,2.5
11,643,368,1.0
12,643,400,4.0
13,643,644,4.0
14,643,3,3.0
15,643,553,2.0
16,643,59,2.0
17,643,411,2.5
18,643,46,1.0
19,643,269,3.0
20,313,165,4.0
21,313,115,5.0
22,313,17,5.0
23,313,629,4.0
24,313,572,4.0
25,313,155,3.0
26,313,604,3.0
27,313,421,4.0
28,313,614,3.0
29,313,9,5.0
30,313,341,4.0
31,313,432,3.0
32,313,194,3.0
33,313,149,3.0
34,313,645,3.0
35,313,253,3.0
36,313,527,3.0
37,313,242,5.0
38,313,364,1.0
39,313,456,3.0
40,313,137,3.0
41,313,337,3.0
42,313,243,4.0
43,313,581,4.0
44,313,630,5.0
45,313,478,5.0
46,313,489,3.0
47,313,35,4.0
48,313,263,3.0
49,313,438,4.0
50,313,534,3.0
51,313,343,4.0
52,313,439,2.0
53,313,451,1.0
54,313,490,3.0
55,313,32,4.0
56,313,126,4.0
57,313,329,3.0
58,313,309,3.0
59,313,389,3.0
60,313,161,3.0
61,313,401,2.0
62,313,271,3.0
63,313,631,3.0
64,313,561,3.0
65,313,427,3.0
66,313,255,2.0
67,313,221,3.0
68,313,301,4.0
69,313,296,3.0
70,313,605,4.0
71,313,144,2.0
72,313,4,4.0
73,313,428,3.0
74,313,185,3.0
75,313,646,4.0
76,313,69,4.0
77,313,95,4.0
78,313,390,4.0
79,313,501,4.0
80,313,169,4.0
81,313,479,3.0
82,313,166,3.0
83,313,232,5.0
84,313,247,3.0
85,313,145,5.0
86,313,535,3.0
87,313,99,3.0
88,313,349,3.0
89,313,422,5.0
90,313,179,5.0
91,313,222,5.0
92,313,171,3.0
93,313,139,3.0
94,313,80,4.0
95,313,314,4.0
96,410,211,3.0
97,410,421,4.0
98,410,335,3.5
99,410,148,3.0
100,410,438,4.5
101,410,582,5.0
102,410,391,2.5
103,410,329,5.0
104,410,561,2.5
105,410,501,3.0
106,410,349,3.0
107,410,222,3.0
108,410,171,3.0
109,410,22,2.0
110,410,274,3.5
111,410,315,4.0
112,410,31,3.0
113,410,447,5.0
114,410,528,3.0
115,410,536,4.0
116,410,606,3.0
117,410,225,4.0
118,410,62,3.5
119,410,632,4.5
120,410,562,4.0
121,410,583,4.0
122,410,465,4.0
123,410,584,3.0
124,410,392,3.0
125,410,146,3.5
126,410,26,3.0
127,410,195,3.5
128,410,306,4.0
129,410,471,4.0
130,410,520,5.0
131,410,291,3.0
132,410,125,4.0
133,410,354,5.0
134,410,633,3.0
135,410,66,3.5
136,410,573,3.0
137,410,57,2.5
138,410,452,3.0
139,410,275,3.5
140,410,152,3.0
141,410,72,3.5
142,410,615,3.5
143,410,423,4.5
144,410,307,4.5
145,410,302,3.0
146,410,344,4.0
147,130,165,4.0
148,130,440,5.0
149,130,537,5.0
150,130,369,5.0
151,130,341,4.0
152,130,312,3.0
153,130,645,3.0
154,130,466,5.0
155,130,491,4.0
156,130,438,5.0
157,130,330,3.0
158,130,32,5.0
159,130,329,5.0
160,130,309,5.0
161,130,389,5.0
162,130,161,4.0
163,130,492,3.0
164,130,221,3.0
165,130,205,3.0
166,130,107,4.0
167,130,49,1.0
168,130,355,4.0
169,130,118,4.0
170,130,412,4.0
171,130,4,5.0
172,130,574,5.0
173,130,349,5.0
174,130,422,5.0
175,130,179,3.0
176,130,413,5.0
177,130,448,5.0
178,130,64,4.0
179,130,139,5.0
180,130,634,5.0
181,130,183,5.0
182,130,259,4.0
183,130,281,5.0
184,130,546,5.0
185,130,303,4.0
186,130,297,4.0
187,130,37,5.0
188,130,387,5.0
189,130,595,5.0
190,130,233,5.0
191,130,238,5.0
192,130,575,5.0
193,130,433,5.0
194,130,596,5.0
195,130,472,5.0
196,130,635,5.0
197,130,219,5.0
198,130,97,5.0
199,130,111,5.0
200,130,208,5.0
201,130,493,5.0
202,130,597,5.0
203,130,447,5.0
204,130,563,5.0
205,130,207,5.0
206,130,467,5.0
207,130,449,5.0
208,130,528,5.0
209,130,131,5.0
210,130,461,5.0
211,130,65,5.0
212,130,260,5.0
213,130,154,5.0
214,130,371,5.0
215,130,554,5.0
216,130,393,5.0
217,130,350,5.0
218,130,424,5.0
219,130,39,5.0
220,130,264,4.0
221,130,359,5.0
222,130,319,5.0
223,130,47,5.0
224,130,102,5.0
225,130,223,4.0
226,130,316,5.0
227,130,502,5.0
228,130,538,4.0
229,130,127,4.0
230,130,480,4.0
231,130,441,5.0
232,130,434,5.0
233,130,647,4.0
234,130,488,4.0
235,130,529,3.0
236,130,394,4.0
237,130,14,3.0
238,130,13,3.0
239,130,123,5.0
240,130,398,5.0
241,130,298,4.0
242,130,254,5.0
243,130,462,3.0
244,130,62,5.0
245,130,196,4.0
246,130,85,5.0
247,130,648,1.0
248,130,285,5.0
249,130,505,4.0
250,130,286,2.0
251,130,400,5.0
252,130,558,5.0
253,130,506,5.0
254,130,576,3.0
255,130,372,5.0
256,130,521,5.0
257,130,276,5.0
258,130,530,3.0
259,130,21,2.0
260,130,507,5.0
261,130,234,4.0
262,130,173,5.0
263,130,112,4.0
264,130,453,4.0
265,130,280,4.0
266,130,84,4.0
267,130,108,5.0
268,130,388,3.0
269,130,52,5.0
270,130,74,5.0
271,130,326,5.0
272,130,220,4.0
273,130,577,5.0
274,130,86,5.0
275,130,265,5.0
276,130,649,5.0
277,130,174,4.0
278,130,228,5.0
279,130,494,5.0
280,130,128,5.0
281,130,644,4.0
282,130,188,5.0
283,130,186,3.0
284,130,564,5.0
285,130,256,5.0
286,130,531,4.0
287,130,559,5.0
288,130,468,4.0
289,130,425,4.0
290,130,23,5.0
291,130,236,5.0
292,130,522,5.0
293,130,553,3.0
294,130,151,5.0
295,130,481,4.0
296,130,469,3.0
297,130,51,5.0
298,130,585,5.0
299,130,109,4.0
300,130,332,4.0
301,130,482,4.0
302,130,277,5.0
303,130,483,4.0
304,130,133,5.0
305,130,636,5.0
306,130,380,4.0
307,130,402,1.0
308,130,384,5.0
309,130,616,5.0
310,130,299,3.0
311,130,215,4.0
312,130,147,4.0
313,130,26,5.0
314,130,406,5.0
315,130,48,4.0
316,130,457,1.0
317,130,100,5.0
318,130,320,5.0
319,130,650,4.0
320,130,346,5.0
321,130,287,5.0
322,130,91,3.0
323,130,308,3.0
324,130,10,5.0
325,130,106,5.0
326,130,651,2.0
327,130,197,1.0
328,130,321,4.0
329,130,58,5.0
330,130,46,5.0
331,130,454,3.0
332,130,607,5.0
333,130,510,5.0
334,130,113,3.0
335,130,239,5.0
336,130,555,4.0
337,130,25,5.0
338,130,333,5.0
339,130,370,4.0
340,130,212,4.0
341,130,652,4.0
342,130,8,5.0
343,130,87,4.0
344,130,78,2.0
345,130,513,4.0
346,130,395,5.0
347,130,190,4.0
348,130,617,3.0
349,130,375,5.0
350,130,653,2.0
351,258,381,4.0
352,258,17,4.0
353,258,322,4.0
354,258,369,4.0
355,258,9,4.0
356,258,458,3.5
357,258,608,4.5
358,258,178,3.5
359,258,329,4.0
360,258,389,4.0
361,258,161,4.0
362,258,561,4.0
363,258,355,4.0
364,258,646,4.5
365,258,535,4.0
366,258,349,3.5
367,258,22,4.0
368,258,654,5.0
369,258,565,3.5
370,258,634,2.5
371,258,183,3.5
372,258,546,4.0
373,258,37,4.0
374,258,360,5.0
375,258,157,3.0
376,258,618,2.5
377,258,272,4.0
378,258,127,4.0
379,258,123,5.0
380,258,586,3.5
381,258,532,4.5
382,258,462,3.5
383,258,304,4.0
384,258,632,4.0
385,258,514,4.0
386,258,609,4.5
387,258,539,4.5
388,258,506,4.0
389,258,372,4.0
390,258,655,3.5
391,258,385,1.5
392,258,220,5.0
393,258,250,4.0
394,258,59,4.0
395,258,484,3.5
396,258,619,4.0
397,258,150,3.5
398,258,215,4.0
399,258,392,4.5
400,258,463,4.0
401,258,195,3.5
402,258,457,3.5
403,258,58,3.5
404,258,153,3.5
405,258,124,3.5
406,258,63,3.5
407,258,620,4.0
408,258,403,3.5
409,258,610,4.5
410,258,159,3.5
411,258,473,4.0
412,258,295,4.0
413,258,33,3.5
414,258,407,4.5
415,258,73,3.5
416,258,637,3.5
417,258,547,4.5
418,258,28,3.5
419,258,442,3.0
420,258,495,4.5
421,258,338,3.5
422,258,229,4.5
423,258,633,4.5
424,258,135,4.0
425,258,66,3.5
426,258,508,4.5
427,258,339,3.0
428,258,515,4.0
429,258,119,3.5
430,258,638,4.0
431,258,573,4.0
432,258,414,4.0
433,258,261,2.5
434,258,167,4.0
435,258,523,4.0
436,258,116,4.0
437,258,275,3.5
438,258,152,4.5
439,258,524,4.0
440,258,587,4.5
441,258,376,4.5
442,258,588,3.5
443,258,184,5.0
444,258,336,4.0
445,258,7,4.5
446,258,244,4.0
447,258,70,4.5
448,258,365,4.0
449,258,40,4.0
450,258,266,4.5
451,450,224,4.0
452,450,89,2.0
453,450,312,2.0
454,450,16,5.0
455,450,448,4.0
456,450,183,4.0
457,450,415,5.0
458,450,176,4.5
459,450,264,4.5
460,450,240,4.5
461,450,223,4.5
462,450,589,2.0
463,450,416,2.0
464,450,129,2.0
465,450,611,2.0
466,450,189,0.5
467,450,377,3.0
468,450,404,3.0
469,450,656,4.0
470,450,382,4.0
471,450,522,4.0
472,450,150,3.5
473,450,334,3.0
474,450,68,4.0
475,450,598,1.0
476,450,496,2.0
477,450,50,4.0
478,450,406,3.0
479,450,331,4.5
480,450,67,3.0
481,450,114,1.0
482,450,124,4.0
483,450,417,3.5
484,450,560,1.5
485,450,566,1.5
486,450,117,1.5
487,450,621,5.0
488,450,305,3.0
489,450,57,5.0
490,450,452,4.0
491,450,578,3.5
492,450,152,4.0
493,450,248,3.0
494,450,193,4.5
495,284,160,3.0
496,284,165,3.0
497,284,426,3.0
498,284,643,3.0
499,284,440,4.0
500,284,270,4.0
501,284,322,3.0
502,284,421,5.0
503,284,537,4.0
504,284,369,4.0
505,284,436,4.0
506,284,292,2.0
507,284,60,3.0
508,284,466,5.0
509,284,489,3.0
510,284,548,2.0
511,284,582,5.0
512,284,330,3.0
513,284,396,3.0
514,284,101,3.0
515,284,391,3.0
516,284,329,3.0
517,284,309,3.0
518,284,389,3.0
519,284,161,3.0
520,284,561,3.0
521,284,492,4.0
522,284,4,4.0
523,284,646,3.0
524,284,83,4.0
525,284,479,3.0
526,284,574,4.0
527,284,232,4.0
528,284,349,4.0
529,284,422,3.0
530,284,179,4.0
531,284,222,3.0
532,284,413,4.0
533,284,22,3.0
534,284,64,3.0
535,284,162,4.0
536,284,567,3.0
537,284,314,5.0
538,284,76,2.0
539,284,274,1.0
540,284,92,1.0
541,284,366,5.0
542,284,138,3.0
543,284,142,2.0
544,284,612,4.0
545,284,433,3.0
546,284,596,3.0
547,284,472,4.0
548,284,367,4.0
549,284,219,3.0
550,284,97,3.0
551,284,130,3.0
552,284,208,4.0
553,284,599,5.0
554,284,597,5.0
555,284,447,3.0
556,284,563,5.0
557,284,528,5.0
558,284,260,4.0
559,284,657,5.0
560,284,371,5.0
561,284,96,4.0
562,284,393,4.0
563,284,474,5.0
564,284,319,3.0
565,284,226,4.0
566,284,47,3.0
567,284,284,4.0
568,284,316,4.0
569,284,502,3.0
570,284,538,3.0
571,284,110,4.0
572,284,127,3.0
573,284,475,3.0
574,284,488,3.0
575,284,529,3.0
576,284,658,2.0
577,284,394,4.0
578,284,659,3.0
579,284,14,3.0
580,284,590,3.0
581,284,368,5.0
582,284,288,1.0
583,231,660,5.0
584,231,600,2.5
585,231,629,5.0
586,231,572,5.0
587,231,421,4.0
588,231,466,3.5
589,231,227,2.0
590,231,438,4.0
591,231,582,5.0
592,231,329,4.0
593,231,296,4.5
594,231,408,3.5
595,231,5,2.0
596,231,501,5.0
597,231,290,5.0
598,231,422,4.0
599,231,171,4.5
600,231,568,4.0
601,231,540,3.5
602,231,634,5.0
603,231,597,3.5
604,231,447,4.0
605,231,563,4.0
606,231,528,4.0
607,231,65,4.0
608,231,371,4.0
609,231,39,4.0
610,231,264,4.0
611,231,359,3.0
612,231,319,4.0
613,231,502,4.0
614,231,110,3.5
615,231,589,0.5
616,231,398,4.0
